año,experiencia,modalidad,posicion,salario,moneda,salario_en_dolares,localidad,esquema,localidad_empresa,tamaño_empresa
2022,Senior,"Full Time","Ingeniero de Machine Learning",275000,USD,275000,CA,Presencial,CA,S
2023,Senior,Freelance,"Ingeniero de Machine Learning",50000,USD,50000,UA,Hibrido,UA,S
2023,"Semi Senior","Full Time","Ingeniero de Machine Learning",280700,USD,280700,US,Remoto,US,M
2023,"Semi Senior","Full Time","Ingeniero de Machine Learning",150450,USD,150450,US,Remoto,US,M
2023,Junior,"Full Time","Cientifico de datos",70000,CAD,51753,CA,Remoto,CA,L
2023,Senior,"Full Time","Arquitecto de datos",250500,USD,250500,US,Presencial,US,M
2023,Senior,"Full Time","Arquitecto de datos",159500,USD,159500,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",145000,USD,145000,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",115000,USD,115000,US,Presencial,US,M
2023,Senior,"Full Time","Analista de datos",140000,USD,140000,US,Presencial,US,M
2023,Senior,"Full Time","Analista de datos",120000,USD,120000,US,Presencial,US,M
2023,Junior,"Full Time","Cientifico de datos",130001,USD,130001,US,Remoto,US,M
2023,Junior,"Full Time","Cientifico de datos",71907,USD,71907,US,Remoto,US,M
2023,"Semi Senior","Full Time","Cientifico de datos",93918,USD,93918,US,Remoto,US,M
2023,"Semi Senior","Full Time","Cientifico de datos",51962,USD,51962,US,Remoto,US,M
2023,Senior,"Full Time","Analista de datos",175000,USD,175000,CA,Remoto,CA,M
2023,Senior,"Full Time","Analista de datos",135000,USD,135000,CA,Remoto,CA,M
2023,Junior,"Full Time","Ingeniero de datos",85000,USD,85000,US,Presencial,US,M
2023,Junior,"Full Time","Ingeniero de datos",65000,USD,65000,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de Machine Learning",257000,USD,257000,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de Machine Learning",147000,USD,147000,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",222000,USD,222000,US,Remoto,US,M
2023,Senior,"Full Time","Ingeniero de datos",175000,USD,175000,US,Remoto,US,M
2023,Senior,"Full Time","Cientifico de datos",203000,USD,203000,US,Remoto,US,M
2023,Senior,"Full Time","Cientifico de datos",133200,USD,133200,US,Remoto,US,M
2023,Junior,"Full Time","Cientifico de datos",213660,USD,213660,US,Presencial,US,L
2023,Junior,"Full Time","Cientifico de datos",130760,USD,130760,US,Presencial,US,L
2023,Senior,"Full Time","Ingeniero de datos",221000,USD,221000,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",147000,USD,147000,US,Presencial,US,M
2023,Senior,"Full Time","Analista de datos",100000,USD,100000,US,Presencial,US,M
2023,Senior,"Full Time","Analista de datos",80000,USD,80000,US,Presencial,US,M
2023,Senior,"Full Time","Cientifico de datos",185900,USD,185900,US,Presencial,US,M
2023,Senior,"Full Time","Cientifico de datos",129300,USD,129300,US,Presencial,US,M
2023,Senior,"Full Time","Cientifico de datos",238000,USD,238000,US,Remoto,US,M
2023,Senior,"Full Time","Cientifico de datos",156000,USD,156000,US,Remoto,US,M
2023,Senior,"Full Time","Ingeniero de Machine Learning",304000,USD,304000,US,Remoto,US,M
2023,Senior,"Full Time","Ingeniero de Machine Learning",199000,USD,199000,US,Remoto,US,M
2023,"Semi Senior","Full Time","Ingeniero de datos",45000,EUR,48289,ES,Remoto,ES,M
2023,Senior,"Full Time","Ingeniero de datos",150000,USD,150000,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",130000,USD,130000,US,Presencial,US,M
2023,Senior,"Full Time","Cientifico de datos",140000,USD,140000,US,Remoto,US,M
2023,Senior,"Full Time","Cientifico de datos",110000,USD,110000,US,Remoto,US,M
2023,"Semi Senior","Full Time","Analista de datos",90000,USD,90000,US,Presencial,US,M
2023,"Semi Senior","Full Time","Analista de datos",75000,USD,75000,US,Presencial,US,M
2023,"Semi Senior","Full Time","Investigador de datos",161200,GBP,195895,GB,Presencial,GB,M
2023,"Semi Senior","Full Time","Investigador de datos",84570,GBP,102772,GB,Presencial,GB,M
2023,Senior,"Full Time","Ingeniero de datos",240000,USD,240000,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",183600,USD,183600,US,Presencial,US,M
2023,"Semi Senior","Full Time","Especialista en datos",130000,USD,130000,US,Presencial,US,M
2023,"Semi Senior","Full Time","Especialista en datos",80000,USD,80000,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",250000,USD,250000,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",150000,USD,150000,US,Presencial,US,M
2023,Senior,"Full Time","Lider de equipo",160000,USD,160000,US,Remoto,US,M
2023,Senior,"Full Time","Lider de equipo",120000,USD,120000,US,Remoto,US,M
2023,Senior,"Full Time","Ingeniero de Machine Learning",289076,USD,289076,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de Machine Learning",202353,USD,202353,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",145000,USD,145000,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",120000,USD,120000,US,Presencial,US,M
2023,Senior,"Full Time","Analista de datos",155000,USD,155000,US,Presencial,US,M
2023,Senior,"Full Time","Analista de datos",106000,USD,106000,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",200000,USD,200000,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",160000,USD,160000,US,Presencial,US,M
2023,Senior,"Full Time","Cientifico de datos",157750,USD,157750,US,Remoto,US,M
2023,Senior,"Full Time","Cientifico de datos",104650,USD,104650,US,Remoto,US,M
2023,"Semi Senior","Full Time","Cientifico de datos",180000,USD,180000,US,Remoto,US,M
2023,"Semi Senior","Full Time","Cientifico de datos",140000,USD,140000,US,Remoto,US,M
2023,Executive,"Full Time","Cientifico de datos",200000,USD,200000,US,Presencial,US,M
2023,Executive,"Full Time","Cientifico de datos",145000,USD,145000,US,Presencial,US,M
2023,"Semi Senior","Full Time","Lider de equipo",68000,USD,68000,US,Presencial,US,L
2023,Junior,"Full Time","Ingeniero de BI",60000,USD,60000,US,Remoto,US,M
2023,Senior,"Full Time","Cientifico de datos",45000,EUR,48289,ES,Presencial,ES,M
2023,Senior,"Full Time","Cientifico de datos",36000,EUR,38631,ES,Presencial,ES,M
2023,Junior,"Full Time","Ingeniero de datos",85000,USD,85000,US,Presencial,US,M
2023,Junior,"Full Time","Ingeniero de datos",65000,USD,65000,US,Presencial,US,M
2023,"Semi Senior","Full Time","Ingeniero de datos",125000,USD,125000,US,Presencial,US,M
2023,"Semi Senior","Full Time","Ingeniero de datos",90000,USD,90000,US,Presencial,US,M
2023,Senior,"Full Time","Analista de datos",105000,USD,105000,US,Remoto,US,M
2023,Senior,"Full Time","Analista de datos",90000,USD,90000,US,Remoto,US,M
2023,Senior,"Full Time","Analista de datos",179820,USD,179820,US,Presencial,US,M
2023,Senior,"Full Time","Analista de datos",143860,USD,143860,US,Presencial,US,M
2023,Senior,"Full Time","Analista de datos",135000,USD,135000,US,Presencial,US,M
2023,Senior,"Full Time","Analista de datos",105500,USD,105500,US,Presencial,US,M
2023,Junior,"Full Time","Ingeniero de datos",155000,USD,155000,US,Presencial,US,M
2023,Junior,"Full Time","Ingeniero de datos",125000,USD,125000,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de Machine Learning",241000,USD,241000,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de Machine Learning",181000,USD,181000,US,Presencial,US,M
2023,Senior,"Full Time","Cientifico de datos",252000,USD,252000,US,Presencial,US,M
2023,Senior,"Full Time","Cientifico de datos",154000,USD,154000,US,Presencial,US,M
2023,Executive,"Full Time","Arquitecto de datos",180000,USD,180000,US,Presencial,US,M
2023,Executive,"Full Time","Arquitecto de datos",155000,USD,155000,US,Presencial,US,M
2023,Senior,"Full Time","Cientifico de datos",191765,USD,191765,US,Presencial,US,M
2023,Senior,"Full Time","Cientifico de datos",134236,USD,134236,US,Presencial,US,M
2023,Senior,"Full Time","Cientifico de datos",175000,USD,175000,US,Remoto,US,M
2023,Senior,"Full Time","Cientifico de datos",145000,USD,145000,US,Remoto,US,M
2023,Senior,"Full Time","Cientifico de datos",237000,USD,237000,US,Remoto,US,M
2023,Senior,"Full Time","Cientifico de datos",145000,USD,145000,US,Remoto,US,M
2023,Junior,"Full Time","Ingeniero de datos",155000,USD,155000,US,Presencial,US,M
2023,Junior,"Full Time","Ingeniero de datos",125000,USD,125000,US,Presencial,US,M
2023,Senior,"Full Time","Analista de datos",80000,USD,80000,US,Presencial,US,M
2023,Senior,"Full Time","Analista de datos",70000,USD,70000,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",146000,USD,146000,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",75000,USD,75000,US,Presencial,US,M
2023,Junior,"Full Time","Analista de datos",64200,USD,64200,US,Remoto,US,M
2023,Junior,"Full Time","Analista de datos",56100,USD,56100,US,Remoto,US,M
2023,Senior,"Full Time","Ingeniero de Machine Learning",170000,USD,170000,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de Machine Learning",130000,USD,130000,US,Presencial,US,M
2023,Senior,"Full Time","Analista de datos",208450,USD,208450,US,Remoto,US,M
2023,Senior,"Full Time","Analista de datos",170550,USD,170550,US,Remoto,US,M
2023,Senior,"Full Time","Ingeniero de Machine Learning",125000,USD,125000,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de Machine Learning",100000,USD,100000,US,Presencial,US,M
2023,"Semi Senior","Full Time","Lider de equipo",135000,USD,135000,US,Presencial,US,M
2023,"Semi Senior","Full Time","Lider de equipo",120000,USD,120000,US,Presencial,US,M
2023,Senior,"Full Time","Cientifico de datos",200000,USD,200000,US,Remoto,US,M
2023,Senior,"Full Time","Cientifico de datos",170000,USD,170000,US,Remoto,US,M
2023,Senior,"Full Time","Cientifico de datos",171250,USD,171250,IE,Presencial,IE,M
2023,Senior,"Full Time","Cientifico de datos",113750,USD,113750,IE,Presencial,IE,M
2023,Senior,"Full Time","Cientifico de datos",222200,USD,222200,US,Presencial,US,L
2023,Senior,"Full Time","Cientifico de datos",136000,USD,136000,US,Presencial,US,L
2023,Senior,"Full Time","Cientifico de datos",260000,USD,260000,US,Presencial,US,L
2023,Senior,"Full Time","Cientifico de datos",136000,USD,136000,US,Presencial,US,L
2023,Senior,"Full Time","Analista de datos",153600,USD,153600,US,Presencial,US,M
2023,Senior,"Full Time","Analista de datos",100500,USD,100500,US,Presencial,US,M
2023,Senior,"Full Time","Cientifico de datos",205000,USD,205000,US,Remoto,US,M
2023,Senior,"Full Time","Cientifico de datos",184000,USD,184000,US,Remoto,US,M
2023,Senior,"Full Time","Ingeniero de Machine Learning",115000,USD,115000,CA,Remoto,CA,M
2023,Senior,"Full Time","Ingeniero de Machine Learning",95000,USD,95000,CA,Remoto,CA,M
2023,"Semi Senior","Full Time","Analista de datos",182500,USD,182500,US,Presencial,US,M
2023,"Semi Senior","Full Time","Analista de datos",121500,USD,121500,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",203100,USD,203100,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",114500,USD,114500,US,Presencial,US,M
2023,"Semi Senior","Full Time","Analista de datos",60000,GBP,72914,GB,Presencial,GB,M
2023,"Semi Senior","Full Time","Analista de datos",45000,GBP,54685,GB,Presencial,GB,M
2023,Senior,"Full Time","Ingeniero de datos",252000,USD,252000,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",129000,USD,129000,US,Presencial,US,M
2023,Junior,"Full Time","Ingeniero de datos",92700,USD,92700,US,Remoto,US,M
2023,Junior,"Full Time","Ingeniero de datos",61800,USD,61800,US,Remoto,US,M
2023,Senior,"Full Time","Ingeniero de datos",160000,USD,160000,US,Remoto,US,M
2023,Senior,"Full Time","Ingeniero de datos",130000,USD,130000,US,Remoto,US,M
2023,Senior,"Full Time","Cientifico de datos",258000,USD,258000,CA,Presencial,CA,M
2023,Senior,"Full Time","Cientifico de datos",190000,USD,190000,CA,Presencial,CA,M
2023,Senior,"Full Time","Cientifico de datos",170000,USD,170000,US,Presencial,US,M
2023,Senior,"Full Time","Cientifico de datos",135000,USD,135000,US,Presencial,US,M
2023,"Semi Senior","Full Time","Arquitecto de datos",167500,USD,167500,US,Presencial,US,M
2023,"Semi Senior","Full Time","Arquitecto de datos",106500,USD,106500,US,Presencial,US,M
2023,Senior,"Full Time","Cientifico de datos",195000,USD,195000,US,Presencial,US,M
2023,Senior,"Full Time","Cientifico de datos",160000,USD,160000,US,Presencial,US,M
2023,"Semi Senior","Full Time","Ingeniero de datos",146000,USD,146000,US,Presencial,US,M
2023,"Semi Senior","Full Time","Ingeniero de datos",75000,USD,75000,US,Presencial,US,M
2022,Junior,"Full Time","Ingeniero de datos",57000,EUR,59888,NL,Remoto,NL,L
2023,Executive,"Full Time","Ingeniero de datos",286000,USD,286000,US,Remoto,US,M
2023,Executive,"Full Time","Ingeniero de datos",207000,USD,207000,US,Remoto,US,M
2023,Senior,"Full Time","Analista de datos",100000,USD,100000,US,Remoto,US,M
2023,Senior,"Full Time","Analista de datos",80000,USD,80000,US,Remoto,US,M
2023,Senior,"Full Time","Ingeniero de datos",223250,USD,223250,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",178600,USD,178600,US,Presencial,US,M
2023,Executive,"Full Time","Lider de equipo",353200,USD,353200,US,Presencial,US,M
2023,Executive,"Full Time","Lider de equipo",249300,USD,249300,US,Presencial,US,M
2023,"Semi Senior","Full Time","Cientifico de Machine Learning",230000,USD,230000,US,Presencial,US,M
2023,"Semi Senior","Full Time","Cientifico de Machine Learning",220000,USD,220000,US,Presencial,US,M
2023,Senior,"Full Time","Cientifico de datos",297300,USD,297300,US,Remoto,US,M
2023,Senior,"Full Time","Cientifico de datos",198200,USD,198200,US,Remoto,US,M
2023,"Semi Senior","Full Time","Investigador de datos",210000,USD,210000,US,Remoto,US,M
2023,"Semi Senior","Full Time","Investigador de datos",151800,USD,151800,US,Remoto,US,M
2023,Senior,"Full Time","Cientifico de datos",200000,USD,200000,US,Remoto,US,M
2023,Senior,"Full Time","Cientifico de datos",170000,USD,170000,US,Remoto,US,M
2023,Senior,"Full Time","Cientifico de datos",317070,USD,317070,US,Presencial,US,M
2023,Senior,"Full Time","Cientifico de datos",170730,USD,170730,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",128000,USD,128000,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",81500,USD,81500,US,Presencial,US,M
2023,Junior,"Full Time","Analista de datos",20000,EUR,21461,ES,Presencial,ES,M
2023,Senior,"Full Time","Ingeniero de Machine Learning",108000,USD,108000,UA,Presencial,UA,M
2023,Senior,"Full Time","Ingeniero de Machine Learning",60000,USD,60000,UA,Presencial,UA,M
2023,"Semi Senior","Full Time","Ingeniero de datos",134000,USD,134000,US,Remoto,US,M
2023,"Semi Senior","Full Time","Ingeniero de datos",124000,USD,124000,US,Remoto,US,M
2023,Senior,"Full Time","Ingeniero de datos",171250,USD,171250,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",113750,USD,113750,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",165000,USD,165000,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",132300,USD,132300,US,Presencial,US,M
2023,Senior,"Full Time","Cientifico de datos",225000,USD,225000,US,Presencial,US,M
2023,Senior,"Full Time","Cientifico de datos",175000,USD,175000,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",230000,USD,230000,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",124500,USD,124500,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de Machine Learning",247500,USD,247500,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de Machine Learning",172200,USD,172200,US,Presencial,US,M
2023,Senior,"Full Time","Analista de datos",175000,USD,175000,US,Presencial,US,M
2023,Senior,"Full Time","Analista de datos",145000,USD,145000,US,Presencial,US,M
2023,Senior,"Full Time","Analista de datos",148700,USD,148700,US,Presencial,US,M
2023,Senior,"Full Time","Analista de datos",125600,USD,125600,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",145000,USD,145000,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",115000,USD,115000,US,Presencial,US,M
2023,Senior,"Full Time","Investigador de datos",200000,USD,200000,US,Presencial,US,M
2023,Senior,"Full Time","Investigador de datos",150000,USD,150000,US,Presencial,US,M
2023,Junior,"Full Time","Ingeniero de datos",160000,USD,160000,US,Presencial,US,M
2023,Junior,"Full Time","Ingeniero de datos",120000,USD,120000,US,Presencial,US,M
2023,Senior,"Full Time","Analista de datos",185000,USD,185000,US,Remoto,US,M
2023,Senior,"Full Time","Analista de datos",120250,USD,120250,US,Remoto,US,M
2023,Senior,"Full Time","Cientifico de datos",275300,USD,275300,US,Remoto,US,M
2023,Senior,"Full Time","Cientifico de datos",183000,USD,183000,US,Remoto,US,M
2023,Senior,"Full Time","Arquitecto de datos",170000,USD,170000,US,Remoto,US,M
2023,Senior,"Full Time","Arquitecto de datos",125000,USD,125000,US,Remoto,US,M
2023,"Semi Senior","Full Time","Arquitecto de datos",167500,USD,167500,US,Presencial,US,M
2023,"Semi Senior","Full Time","Arquitecto de datos",106500,USD,106500,US,Presencial,US,M
2023,Senior,"Full Time","Investigador de datos",250000,USD,250000,US,Presencial,US,M
2023,Senior,"Full Time","Investigador de datos",200000,USD,200000,US,Presencial,US,M
2023,"Semi Senior","Full Time","Ingeniero de Machine Learning",135000,USD,135000,US,Hibrido,US,L
2023,Senior,"Full Time","Cientifico de Machine Learning",1500000,ILS,423834,IL,Presencial,IL,L
2023,Senior,"Full Time","Ingeniero de Machine Learning",216000,USD,216000,US,Remoto,US,M
2023,Senior,"Full Time","Ingeniero de Machine Learning",184000,USD,184000,US,Remoto,US,M
2023,Senior,"Full Time","Ingeniero de datos",180000,USD,180000,US,Remoto,US,M
2023,Senior,"Full Time","Ingeniero de datos",165000,USD,165000,US,Remoto,US,M
2023,Senior,"Full Time","Cientifico de datos",185900,USD,185900,US,Presencial,US,M
2023,Senior,"Full Time","Cientifico de datos",129300,USD,129300,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",145000,USD,145000,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",120000,USD,120000,US,Presencial,US,M
2023,"Semi Senior","Full Time","Ingeniero de datos",143865,USD,143865,US,Presencial,US,M
2023,"Semi Senior","Full Time","Ingeniero de datos",115092,USD,115092,US,Presencial,US,M
2023,"Semi Senior","Full Time","Ingeniero de Machine Learning",130000,USD,130000,US,Presencial,US,M
2023,"Semi Senior","Full Time","Ingeniero de Machine Learning",90000,USD,90000,US,Presencial,US,M
2023,Senior,"Full Time","Cientifico de datos",173000,USD,173000,US,Remoto,US,M
2023,Senior,"Full Time","Cientifico de datos",132000,USD,132000,US,Remoto,US,M
2023,Senior,"Full Time","Analista de datos",208049,USD,208049,US,Presencial,US,M
2023,Senior,"Full Time","Analista de datos",128500,USD,128500,US,Presencial,US,M
2023,Senior,"Full Time","Analista de datos",179820,USD,179820,US,Presencial,US,M
2023,Senior,"Full Time","Analista de datos",143860,USD,143860,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",167500,USD,167500,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",106500,USD,106500,US,Presencial,US,M
2023,Senior,"Full Time","Cientifico de datos",275300,USD,275300,US,Remoto,US,M
2023,Senior,"Full Time","Cientifico de datos",183500,USD,183500,US,Remoto,US,M
2023,"Semi Senior","Full Time","Ingeniero de datos",149600,USD,149600,US,Presencial,US,M
2023,"Semi Senior","Full Time","Ingeniero de datos",102000,USD,102000,US,Presencial,US,M
2023,Executive,"Full Time","Cientifico de datos",145000,USD,145000,US,Presencial,US,M
2023,Executive,"Full Time","Cientifico de datos",100000,USD,100000,US,Presencial,US,M
2023,Senior,"Full Time","Analista de datos",190000,USD,190000,US,Remoto,US,M
2023,Senior,"Full Time","Analista de datos",95000,USD,95000,US,Remoto,US,M
2023,Senior,"Full Time","Analista de datos",153600,USD,153600,US,Presencial,US,M
2023,Senior,"Full Time","Analista de datos",106800,USD,106800,US,Presencial,US,M
2023,"Semi Senior","Full Time","Cientifico de datos",90000,EUR,96578,IE,Presencial,IE,M
2023,"Semi Senior","Full Time","Cientifico de datos",75000,EUR,80481,IE,Presencial,IE,M
2023,"Semi Senior","Full Time","Analista de datos",128000,USD,128000,US,Presencial,US,M
2023,"Semi Senior","Full Time","Analista de datos",85000,USD,85000,US,Presencial,US,M
2023,"Semi Senior","Full Time","Ingeniero de datos",151000,USD,151000,US,Presencial,US,M
2023,"Semi Senior","Full Time","Ingeniero de datos",140000,USD,140000,US,Presencial,US,M
2023,Senior,"Full Time","Cientifico de datos",275300,USD,275300,US,Remoto,US,M
2023,Senior,"Full Time","Cientifico de datos",183500,USD,183500,US,Remoto,US,M
2023,Senior,"Full Time","Cientifico de Machine Learning",220000,USD,220000,US,Presencial,US,M
2023,Senior,"Full Time","Cientifico de Machine Learning",170000,USD,170000,US,Presencial,US,M
2023,Senior,"Full Time","Analista de datos",135000,USD,135000,US,Presencial,US,M
2023,Senior,"Full Time","Analista de datos",105500,USD,105500,US,Presencial,US,M
2023,Senior,"Full Time","Analista de datos",100000,USD,100000,US,Remoto,US,M
2023,Senior,"Full Time","Analista de datos",80000,USD,80000,US,Remoto,US,M
2023,Junior,"Full Time","Cientifico de Machine Learning",40000,EUR,42923,DE,Hibrido,DE,M
2023,Senior,"Full Time","Ingeniero de datos",160000,USD,160000,CA,Remoto,CA,M
2023,Senior,"Full Time","Ingeniero de datos",145000,USD,145000,CA,Remoto,CA,M
2023,"Semi Senior","Full Time","Analista de datos",154000,USD,154000,US,Presencial,US,M
2023,"Semi Senior","Full Time","Analista de datos",143000,USD,143000,US,Presencial,US,M
2023,"Semi Senior","Full Time","Cientifico de datos",65000,GBP,78990,GB,Presencial,GB,M
2023,"Semi Senior","Full Time","Cientifico de datos",42000,GBP,51039,GB,Presencial,GB,M
2023,Junior,"Full Time","Cientifico de datos",190000,USD,190000,US,Presencial,US,M
2023,Junior,"Full Time","Cientifico de datos",120000,USD,120000,US,Presencial,US,M
2023,"Semi Senior","Full Time","Cientifico de datos",70000,GBP,85066,GB,Presencial,GB,M
2023,"Semi Senior","Full Time","Cientifico de datos",42000,GBP,51039,GB,Presencial,GB,M
2023,"Semi Senior","Full Time","Cientifico de datos",90000,GBP,109371,GB,Presencial,GB,M
2023,"Semi Senior","Full Time","Cientifico de datos",60000,GBP,72914,GB,Presencial,GB,M
2023,Senior,"Full Time","Ingeniero de datos",150000,USD,150000,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",111000,USD,111000,US,Presencial,US,M
2023,Executive,"Full Time","Ingeniero de datos",265000,USD,265000,US,Presencial,US,M
2023,Executive,"Full Time","Ingeniero de datos",235000,USD,235000,US,Presencial,US,M
2023,Junior,"Full Time","Cientifico de datos",112000,CHF,121093,CH,Hibrido,CH,L
2022,"Semi Senior","Full Time","Cientifico de datos",70000,EUR,73546,DE,Remoto,DE,M
2023,Senior,"Full Time","Ingeniero de datos",160000,USD,160000,US,Remoto,US,M
2023,Senior,"Full Time","Ingeniero de datos",130000,USD,130000,US,Remoto,US,M
2023,"Semi Senior","Full Time","Ingeniero de datos",75000,USD,75000,US,Remoto,US,M
2023,"Semi Senior","Full Time","Ingeniero de datos",60400,USD,60400,US,Remoto,US,M
2023,Junior,"Full Time","Analista de datos",85000,USD,85000,US,Remoto,US,M
2023,Junior,"Full Time","Analista de datos",75000,USD,75000,US,Remoto,US,M
2023,Senior,"Full Time","Ingeniero de datos",252000,USD,252000,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",129000,USD,129000,US,Presencial,US,M
2023,Junior,"Full Time","Ingeniero de datos",92700,USD,92700,US,Remoto,US,M
2023,Junior,"Full Time","Ingeniero de datos",61800,USD,61800,US,Remoto,US,M
2022,Senior,"Full Time","Lider de equipo",164000,EUR,172309,IE,Remoto,IE,L
2023,"Semi Senior","Full Time","Cientifico de datos",56000,EUR,60093,AT,Remoto,DE,M
2023,"Semi Senior","Full Time","Analista de datos",83500,USD,83500,US,Remoto,US,M
2023,"Semi Senior","Full Time","Analista de datos",52500,USD,52500,US,Remoto,US,M
2023,Senior,"Full Time","Cientifico de datos",201036,USD,201036,US,Presencial,US,M
2023,Senior,"Full Time","Cientifico de datos",134024,USD,134024,US,Presencial,US,M
2023,Senior,"Full Time","Analista de datos",165000,USD,165000,US,Remoto,US,M
2023,Senior,"Full Time","Analista de datos",140000,USD,140000,US,Remoto,US,M
2023,Junior,"Full Time","Ingeniero de datos",62000,USD,62000,US,Remoto,US,M
2023,Junior,"Full Time","Ingeniero de datos",58000,USD,58000,US,Remoto,US,M
2023,Senior,"Full Time","Cientifico de datos",172000,USD,172000,US,Presencial,US,M
2023,Senior,"Full Time","Cientifico de datos",115000,USD,115000,US,Presencial,US,M
2023,Junior,"Full Time","Ingeniero de datos",125000,USD,125000,US,Presencial,US,M
2023,Junior,"Full Time","Ingeniero de datos",90000,USD,90000,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",163800,USD,163800,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",126000,USD,126000,US,Presencial,US,M
2023,Senior,"Full Time","Cientifico de datos",237000,USD,237000,US,Remoto,US,M
2023,Senior,"Full Time","Cientifico de datos",145000,USD,145000,US,Remoto,US,M
2023,"Semi Senior","Full Time","Ingeniero de datos",90000,USD,90000,US,Remoto,US,M
2023,"Semi Senior","Full Time","Ingeniero de datos",90000,USD,90000,US,Remoto,US,M
2023,Senior,"Full Time","Ingeniero de datos",139500,USD,139500,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",109400,USD,109400,US,Presencial,US,M
2023,Senior,"Full Time","Cientifico de datos",258000,USD,258000,CA,Presencial,CA,M
2023,Senior,"Full Time","Cientifico de datos",190000,USD,190000,CA,Presencial,CA,M
2023,"Semi Senior","Full Time","Ingeniero de datos",145000,USD,145000,US,Presencial,US,M
2023,"Semi Senior","Full Time","Ingeniero de datos",120000,USD,120000,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",205600,USD,205600,US,Presencial,US,L
2023,Senior,"Full Time","Ingeniero de datos",105700,USD,105700,US,Presencial,US,L
2023,Senior,"Full Time","Ingeniero de datos",252000,USD,252000,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",129000,USD,129000,US,Presencial,US,M
2023,Senior,"Full Time","Cientifico de datos",239748,USD,239748,US,Presencial,US,M
2023,Senior,"Full Time","Cientifico de datos",159832,USD,159832,US,Presencial,US,M
2023,Senior,"Full Time","Cientifico de datos",186300,USD,186300,US,Remoto,US,M
2023,Senior,"Full Time","Cientifico de datos",102500,USD,102500,US,Remoto,US,M
2023,Senior,"Full Time","Ingeniero de datos",165000,USD,165000,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",132300,USD,132300,US,Presencial,US,M
2023,Senior,"Full Time","Cientifico de datos",190000,USD,190000,US,Presencial,US,M
2023,Senior,"Full Time","Cientifico de datos",126000,USD,126000,US,Presencial,US,M
2023,Senior,"Full Time","Arquitecto de datos",149040,USD,149040,US,Remoto,US,M
2023,Senior,"Full Time","Arquitecto de datos",113900,USD,113900,US,Remoto,US,M
2023,Senior,"Full Time","Ingeniero de datos",153600,USD,153600,US,Remoto,US,M
2023,Senior,"Full Time","Ingeniero de datos",106800,USD,106800,US,Remoto,US,M
